	OS052	OS152	OS186	OS457	OS525	OS526	OS384	OS742	OS766	OS774	OS833	SJSA	U2OS	MG63	MG63.3	SaOS2	HuO9	HOS	c143B
PLPP5	5.146519213	4.283868142	4.567815468	4.960703653	6.044611687	4.270254349	4.194638196	3.625592912	5.374061568	4.228818227	2.681642198	3.185017246	3.645382784	4.989775066	4.331077685	2.352505155	4.52670492	3.364259731	3.716126903
PLPP6	3.360443317	1.794808862	3.0138055	4.144254332	2.774613815	3.561700314	1.661692254	0.773086873	3.620310023	2.925877303	1.223245712	1.984495826	2.629721049	2.186771933	1.868956704	2.501588534	2.068903103	2.635944942	3.821921101
PLPP7	3.614790263	4.163140378	4.47241071	3.321263226	4.28231684	3.803968705	5.035603814	4.385230027	4.447961121	3.645556376	3.816647044	0.147864902	1.125279796	3.612741223	1.73922157	3.729825095	3.879394312	1.895805877	0.050623082
PLPPR2	6.005871133	6.755929523	3.801132102	7.402539474	4.779022259	4.527659668	8.360565428	4.668697328	4.306264742	3.472987133	1.813697955	5.921202304	4.162756765	7.428953226	6.709622514	5.279573046	2.62919973	4.73882979	3.87555884
PLRG1	5.292341222	6.337606861	5.65657073	6.888223453	6.111406678	6.381472219	3.154266445	6.834711371	5.96635013	6.568920281	6.228317429	6.149358961	6.071531382	5.4857441	5.882033892	6.033292416	5.657046112	6.247678338	6.590768509
PLS1	1.445176699	4.106060138	3.57227663	1.26882362	4.803621574	3.99788215	0	4.269796008	3.682810198	5.237595597	4.59867211	1.659272399	3.131001571	0.813602148	1.510910093	3.941659709	3.349607678	3.589329021	4.5156169
PLS3	6.741303312	7.072527435	8.979075287	6.067835462	10.02952548	7.303816826	3.961866911	9.68891853	9.777773324	8.441390201	8.711589331	7.533878295	5.550519384	5.670981361	7.425330522	7.774664214	8.90469396	7.458767335	8.545981124
PLSCR1	5.415670362	5.478511543	5.009666696	6.246106609	4.246878188	5.620936621	4.231232806	3.752431114	4.498065875	4.611118933	3.91320826	5.329111578	4.519648279	6.416714541	7.202774537	5.074480152	5.528488588	3.607337171	5.214928496
PLSCR4	4.211428848	3.6881004	1.446414585	4.031574257	2.251716567	3.215214655	1.324985569	1.433714604	2.38393978	1.349045546	0.522406077	3.218858909	1.909461999	6.257846431	5.624734472	2.067783485	3.825380224	1.805095564	1.111461725
PLTP	1.9417077	3.903216065	7.002531908	3.783245114	5.296049347	2.67616598	5.874599098	7.1408842	4.75236434	3.478888414	5.52180207	3.700623882	0.721270188	6.072589665	5.615520195	4.595262094	3.353082547	4.11501553	3.093435317
PLXDC2	2.502693686	3.537420481	5.876899256	6.853977915	0.452987267	2.673346152	3.169432241	0	0.240605287	2.242465322	1.99183962	3.146850957	3.710654423	0.956400158	0	3.524800798	0.03503562	0.203117462	1.192596293
PLXNA1	7.949180198	7.055668604	7.763129289	6.574627027	7.289489125	6.883456343	9.238553639	7.694893356	7.588490594	5.949654162	7.908993713	7.889117081	7.550964434	7.931075332	8.380757153	7.442501496	8.475694462	6.761435095	6.573290871
PLXNA2	4.558613896	3.936340045	4.280595641	4.531597479	3.058865416	3.285223067	5.092405523	2.271479722	2.480931612	1.691591089	2.687402395	5.929401417	3.830608045	2.708910287	5.68176343	4.722241175	3.970441875	4.619681896	7.164820801
PLXNA3	6.115345515	6.745621636	6.717057707	3.875849258	6.71109557	5.627143144	5.586186597	6.064576402	7.402149708	4.832370259	3.819272706	2.484849139	5.093804132	3.304823613	3.629778065	5.885311526	6.589168645	3.310312445	3.480278499
PLXNB1	6.177918746	4.35558847	5.606835295	3.850716419	6.224186779	4.089573283	5.112161791	4.197312454	5.33891267	4.228818227	2.977995984	3.516959128	5.585044239	3.135031642	3.22911026	6.374391124	5.623628821	3.005403493	2.111441655
PLXNB2	7.804918856	7.824547969	7.739598308	6.649405602	10.01793106	8.072024525	10.16743975	8.878327425	10.07030645	6.882250644	8.432691527	8.238672322	8.984993728	8.113603305	7.399615725	8.295200696	7.330300849	7.96795658	5.338492637
PLXNB3	3.249740404	2.113040817	1.217804159	1.622452607	1.431253863	4.982515522	3.285339839	0.994573451	1.493074724	1.770693191	0.94413327	1.514183783	2.667034063	1.755861309	2.522785728	3.877969956	1.18793886	1.143697549	0.762465082
PLXNC1	0.670354949	2.380499208	1.694433997	4.885976022	1.971392398	2.02066509	1.3781705	0.85075572	0.965554052	1.185459706	0.387374539	1.852746751	3.187120228	1.103969911	0.274318172	1.563113842	3.018675557	0.203117462	1.777546145
PLXND1	6.420058757	7.955101555	5.70906103	6.377030865	5.691205307	7.152827904	9.560273691	6.543831374	4.081134587	6.332741871	6.221882251	8.434557158	6.59987817	8.445342133	6.35345083	7.402381136	5.622189494	6.936351886	4.509974768
PM20D2	3.517715568	4.593690459	5.282019232	3.062206538	5.549318739	3.478531652	3.123448031	5.792991679	5.834910158	7.836167234	6.081844292	4.253024617	4.301418799	5.238648872	5.121915275	5.080610299	5.518465442	5.249441084	5.27470963
PMAIP1	2.476268331	5.370130667	3.512946752	4.863535577	4.816521333	4.773269074	1.478996794	4.002626425	6.007630594	6.261781039	3.227683918	3.802341223	4.711716313	4.104072002	5.926592296	4.076595745	6.002304219	2.138035368	4.646861103
PMEPA1	6.109446858	6.255152211	3.467833088	6.982177077	4.528151477	6.837436798	8.83757553	3.144928641	2.492609635	5.04618609	4.129633307	6.18660498	7.915902152	4.23992508	6.333608153	6.417104282	5.279169707	4.02409843	4.148213147
PMF1	5.624103107	4.258834837	4.515369565	4.297199878	5.2396993	4.187689289	5.611393067	2.748169349	3.708073417	4.635099043	4.536205296	4.356982131	4.123029752	4.700473787	4.280152273	3.779660297	4.386225791	5.327559929	4.146759555
PML	6.129722603	6.758081545	5.075395002	6.460972838	5.216986147	6.200140296	7.464751075	5.488833945	4.983045712	4.877743777	5.750861933	6.863982976	5.70521773	6.850132129	6.790997741	5.084428455	5.384800526	6.313602859	5.13140528
PMM1	4.925066807	5.130505376	3.568396318	5.69200011	4.29755165	4.203412299	6.876183957	3.105862466	3.123211071	3.207552078	4.343551021	5.790022713	5.421559519	5.449116407	5.625754657	5.069865387	5.397476731	4.71826235	3.670323426
PMM2	5.87702393	4.024794799	4.608063348	5.128611837	4.125293956	4.998938112	5.250510907	3.63659923	5.428273162	5.437191401	5.143361291	5.472074872	4.776558055	5.503299632	5.705117176	4.651937963	4.253070855	5.277828713	4.891265937
PMP22	8.315152729	7.353615232	5.424060569	7.65692069	7.60916288	6.468831832	6.597963692	7.003629894	4.67504168	6.462003579	4.518541905	7.011264293	5.738775183	6.116707511	5.493407343	6.185028534	6.959153688	6.419319925	5.285317713
PMPCA	7.20849554	6.055073178	6.326177056	5.182384021	5.853153496	5.698224046	7.076516765	7.369189089	6.892219508	8.052184353	7.56137682	6.155488174	6.027636719	6.50359912	6.256009697	6.209710135	5.477661635	7.616571798	6.165539342
PMPCB	6.118285824	5.977064334	7.059450004	5.871652897	6.452798484	4.868799235	4.013204933	6.823316843	6.460562215	6.418144044	6.157457812	5.649438786	6.316382365	5.794274092	5.988177368	6.245958431	5.568646438	5.557988396	5.899055819
PMS1	3.282518372	4.35558847	4.585202227	3.614330102	3.85069253	3.889069345	0.884975607	5.228275057	4.432887061	5.108416753	4.955641103	2.512400524	3.212580146	3.490645328	3.823617486	3.340403937	3.370332443	3.426441543	4.804508393
PMS2	4.60432477	3.615457343	5.157112744	4.549827012	4.796745306	4.612542973	3.872022579	3.706163672	5.152731524	3.904236593	4.363476572	4.112468082	5.613310738	3.696524279	4.147216002	4.368538069	3.615723569	4.654739953	4.675369699
PMS2CL	4.029156412	3.026528135	3.593433777	4.053768554	4.131379878	3.853388479	4.013204933	2.587297337	3.077417073	3.156918856	3.187601987	3.132718099	3.837637963	2.650083621	2.951666051	3.319821484	2.96063494	3.616257648	3.364994274
PMS2P1	4.315711501	3.39150018	3.664223298	3.579261789	3.006849614	2.518557105	4.294851175	3.455777613	4.181948516	3.149538263	3.821893598	3.707791654	4.301418799	3.850770124	3.73184713	4.121883828	2.668777674	3.195960712	3.308911061
PMS2P3	2.860328911	1.964976519	2.744822452	3.456688566	3.128673883	2.143929157	2.887045831	2.7173981	2.279954214	2.873080821	1.824193408	2.576453278	2.672286579	2.53774474	2.155577349	2.34233659	2.484616707	2.507586541	2.449962063
PMVK	5.99340472	5.745384145	4.883394058	4.794040707	5.222127873	4.886560415	6.196698797	4.136583821	5.51242003	5.373678961	5.392893766	5.073853562	4.772895361	6.038019261	5.575953322	6.29489352	6.301517298	4.139973146	3.087386315
PNISR	4.549136855	6.381648213	6.850261135	6.960842472	7.400744436	6.436558765	2.535594129	6.21717443	6.39984143	7.802739553	5.902799032	5.231363569	5.255641587	6.207225266	6.127219734	5.89534465	6.086127958	5.346446149	6.213192279
PNKD	5.34851008	5.486520804	5.511536109	5.52029123	4.529073754	5.164720034	6.470601081	5.178308769	5.167377557	5.260044485	5.042474873	6.075550645	5.487852328	5.613636562	5.393923585	5.728717336	3.881802095	5.954252792	4.774703498
PNKP	3.989999565	4.39271382	4.236038379	3.630959325	4.34755146	3.875638896	4.763127566	4.577402374	3.869044143	5.171721636	4.419924503	4.995970573	5.259136558	4.882702831	4.500821921	6.069188444	4.476610657	4.415092216	4.504310484
PNMA1	6.149194693	5.509106237	5.361529923	5.896672334	6.770015475	5.396965519	6.390354562	6.203361218	6.121068467	6.17083619	6.030651105	6.546814292	7.051725316	5.523104951	5.23854332	5.744247258	6.677396578	6.621137319	6.341036
PNMA2	1.820898193	3.356966813	4.532400422	3.175039524	4.100690244	1.069206405	1.024955328	4.923595456	4.565964613	2.4489683	0.46990014	4.048037126	5.566827865	3.069199649	0.763899819	0.170623268	2.358901464	4.954655491	5.707274062
PNMA8A	0.536080077	2.005672422	4.221286741	0.014557209	5.247004743	1.503157822	5.135517646	2.836730866	1.930952237	4.362505389	3.727205181	3.245372052	0	2.0386993	0	4.572605853	3.910386344	4.886239319	4.269378442
PNN	6.208592494	6.71220089	7.095623363	7.903298962	8.310777309	7.852385284	3.107788381	8.492414353	7.489247372	8.680523585	7.533665936	5.802351949	6.464136561	6.28177973	6.627461733	7.264965661	7.576835413	7.022754783	8.427675314
PNO1	4.807439361	5.560469933	6.295403645	4.815502721	3.970954392	5.457633636	4.997870893	6.306029719	5.609464072	6.220111153	6.59144062	5.645089249	5.469112531	5.467120547	6.001600452	5.10562538	5.12306929	6.247678338	6.662455353
PNP	6.38119681	5.764613394	5.944697871	5.002837836	5.073907418	5.97075663	7.319360259	6.982757042	5.972618003	6.891128891	6.650135232	5.414096668	5.748132559	3.173135538	4.666626309	5.844466378	6.275200615	6.792264594	7.539626471
PNPLA2	6.953285571	6.283010711	5.404061088	5.838030406	4.768126744	6.62766667	8.267610984	4.449054068	6.660801955	5.100783144	5.921248387	4.765803237	4.971309893	6.486467647	5.472011173	5.77906144	5.29912331	5.632425383	5.816898432
PNPLA3	0.402119744	4.170119196	4.963876803	3.400989943	2.950136235	3.05329525	4.826686429	3.498634509	4.185550393	3.968562959	3.673075655	4.684574597	3.835298461	3.60036491	3.337692996	3.739543429	1.963729374	4.693188012	2.861455266
PNPLA4	4.039345994	0	2.882451673	3.367359362	3.030489074	3.898759008	5.228957858	2.846243664	0	3.559067728	3.727205181	0	3.326901088	0	0	2.19754761	1.999645973	3.466455346	0
PNPLA6	6.674410148	5.353585701	5.328070981	6.961899124	4.094473191	5.334972646	7.674616692	5.161261234	4.846378121	4.910861311	6.907445979	6.139674419	5.434754985	7.514919303	6.755551736	4.18725702	5.727011	6.148166138	5.062925662
PNPLA8	3.864444597	5.033799181	4.336421954	5.329357741	5.722181586	4.792238188	0.358671344	5.161261234	4.778834786	3.917333367	4.300977434	3.464323127	3.626564792	3.446385221	3.255714256	4.720279335	5.276427252	2.86276944	3.641713942
PNPO	4.29128669	4.269086081	4.608063348	4.455618057	4.616711532	4.742659008	6.675698548	3.4051868	5.691550775	3.717201408	5.105140834	4.885472153	4.646493801	4.976668006	4.859358069	3.676183959	3.879394312	4.504289322	4.659148118
PNPT1	3.988831649	5.703392926	6.68605747	5.890519694	5.346623589	5.851089512	1.429464279	7.56805035	6.137898105	6.915809962	6.92583638	4.99986889	5.345512358	4.737677921	5.227833339	5.085190876	5.455202789	5.462288484	6.877745882
PNRC1	4.970149566	5.210535455	5.814383071	4.815502721	5.038722269	5.067660674	4.12633365	4.155837555	5.726586373	4.739563793	4.909566372	3.861384286	3.990536616	4.710585039	3.123289424	4.299260441	5.003233364	3.997033866	2.225999888
PNRC2	5.256880293	5.716732064	6.109641912	6.198689131	5.732227482	6.105252287	1.784972396	6.229039825	5.998444932	7.036757836	6.032349419	5.289052184	5.784360439	5.13091022	5.150551053	6.159555403	5.438943966	5.214621752	6.243768433
POC1A	4.86776927	5.193511313	4.905862803	4.752307484	4.126513196	4.123025541	6.978749119	3.802156902	3.947508715	4.343225117	4.347194378	5.779856192	5.83031254	4.750335948	5.170263189	5.539188658	4.791615179	5.442362437	4.872041409
POC1B	3.347744621	4.118483169	4.509310349	3.614330102	4.324362848	3.789718155	1.823830944	4.077231151	5.071355683	4.640374257	2.536012152	3.52238967	2.445665382	2.922813199	3.563177158	3.155314009	5.198408472	3.04558177	4.238322604
POC5	3.012900758	4.21322955	3.245301042	4.647629031	3.438492179	4.142526913	0.884975607	3.742276929	3.414710539	4.065867864	4.104021135	3.255190195	3.612971486	2.80371951	3.185496321	3.458088737	2.914343265	2.96407414	4.542396161
PODNL1	4.868404462	1.758226982	4.278222002	2.986693743	1.153581068	5.277641738	5.449990349	1.531298952	4.061666824	0.585578742	1.402026134	0.931002341	4.528364024	0.242288606	0.539777676	3.44151285	1.040563625	0.381135419	0.123375307
PODXL	1.820898193	3.194357651	5.295579061	5.845683158	4.487925229	2.002805601	7.636925695	5.331787609	4.374124692	4.081465906	4.81538547	4.613841724	6.776709507	2.912838742	4.974348111	4.312343149	4.581056969	5.496510249	5.156179398
PODXL2	5.151746804	6.137751095	5.822550991	3.5167222	5.600669208	3.467179775	5.309885273	6.350158531	6.771591724	6.082517068	4.665858577	1.960691963	4.603148783	6.829403296	6.729689132	7.146692525	3.961363723	5.226321818	0.050623082
POFUT1	7.265548005	6.932382038	6.977512184	7.112016067	6.845811543	7.001135832	8.435007198	7.154348738	7.269708342	6.347331277	6.155900644	7.390351808	6.906623741	7.527230324	7.660279791	7.663432084	6.43416163	7.741072947	7.759326344
POFUT2	7.254413777	6.018254354	5.632149691	6.345351758	5.998410298	5.979914584	8.048271134	5.637316367	6.917889555	4.539516287	5.404305748	6.902757317	5.500457755	7.055612273	6.453370316	7.568754169	6.447632727	5.539349538	5.169840681
POGK	7.855854472	6.582761672	7.004148655	6.869701779	7.179396638	6.2195999	6.097114096	6.572054307	6.751684179	7.578580255	6.93585206	6.262393176	6.765694571	6.631126581	5.988970428	6.360287677	6.488492751	6.254836503	6.43364873
POGLUT1	4.015457378	3.585940574	4.156852964	3.620291138	4.375510051	4.559315489	1.969574589	5.455036956	5.319373365	4.081465906	4.643808922	3.303302991	3.516976128	3.770193558	4.264517393	4.012309051	4.116623369	3.084671355	4.497483857
POGLUT2	3.816534777	3.276104963	3.658759213	5.353534897	6.267935574	4.926185421	3.443415203	4.687341914	6.151774372	4.9997394	3.423310614	6.878612666	3.785271638	4.119332321	4.674535297	5.605524724	4.722101435	4.860192415	4.225985984
POGLUT3	5.602885356	6.178367815	4.304119684	6.07956545	7.622078793	6.347160396	2.438779868	6.401068199	6.612116311	5.616520089	4.306602278	5.040177577	5.046047114	6.156349207	6.010219897	5.429392412	6.77356316	5.386102808	5.930229633
POGZ	7.570918644	7.323974111	8.255854967	7.002858586	7.977758511	6.879179934	5.933527109	6.606048988	6.825683545	7.479779777	7.159800863	6.686093364	6.956719808	6.21536381	5.649021985	7.70109738	7.58627792	8.036016259	7.293056989
POLA1	5.320466897	5.180733477	5.469501911	4.902702503	5.925684512	5.765966659	2.690802881	6.77557272	4.662172798	5.895532079	6.045303833	5.231363569	5.378022099	4.684440099	6.344183547	5.223196194	6.069325869	5.660725996	5.766207129
POLA2	6.66255672	5.663325909	5.000336254	5.815345268	6.170820306	5.690922987	7.283218478	6.016936464	4.262598337	5.452267165	5.151718952	6.805605253	5.985532763	5.943198796	6.219308961	6.339349983	5.834084979	6.202486974	5.63135195
POLB	4.816684166	3.635765544	3.867374439	3.840539395	5.237444008	3.508901082	4.896704665	3.569265435	4.228085758	4.297209767	3.352569106	4.482091623	4.311552881	4.376833881	4.932087374	4.576948847	2.94690273	4.71826235	4.283998186
POLD1	5.525662403	5.090076249	5.726141811	4.607980776	5.56018732	4.807107297	6.997990624	5.771932936	4.383563564	5.721046111	7.473263936	5.748919575	7.008253245	6.345272216	6.360822034	6.45121527	5.861182341	6.246242433	5.741863337
POLD2	7.428937718	7.324085852	8.103220056	7.53560553	5.779884841	7.555120818	9.180788882	6.954448343	7.3234169	7.53746683	8.199271599	7.545760209	8.323024184	8.297097716	8.109834855	7.674493355	7.33667748	8.447493874	7.725158196
POLD3	5.530486435	4.680037233	5.088324306	5.358536065	5.770166477	5.395682981	3.551551663	5.090982308	3.252468335	5.295585986	5.042474873	4.385571339	5.660987104	5.3361015	5.121915275	5.309894554	5.016442127	5.226321818	5.509972865
POLD4	1.451973123	2.185679758	1.071951017	2.408733863	1.358405344	2.373216055	2.732245168	0.732625989	1.062763821	0.933766068	0.802697501	3.397924458	2.012452589	2.650083621	2.189090875	1.766927114	2.446087751	2.564001164	2.214944842
POLDIP2	6.754420737	6.640612117	6.855445241	6.697845791	5.141803514	6.385569791	8.851746837	6.931171045	6.874476958	6.641087886	7.41998556	7.629922013	7.097834661	8.090144955	8.163332773	6.470893	6.543135374	8.381988771	6.787350251
POLDIP3	6.752357477	6.58965644	7.057548103	6.569244465	6.400086001	6.525437835	8.738095571	6.870114407	6.25993586	6.619880872	7.544814242	7.627561795	7.44639386	8.009953102	7.452033615	7.092931141	7.301139572	7.563367985	6.559154694
POLE	6.880527471	6.893153247	7.053910224	6.651153511	7.400618461	6.75731706	8.02709361	6.209823846	6.01473478	7.169481311	7.097893101	6.756045873	7.368446358	7.418196263	6.720645933	7.941411739	7.18676155	7.68282116	6.672339462
POLE2	2.651822407	3.268692986	3.57421288	3.24769447	3.131105635	3.422537624	1.3781705	4.140455179	3.306397061	4.069783213	4.291553683	2.829597601	4.986148556	2.947451746	3.939737402	2.19754761	2.718118514	4.592817707	5.531296606
POLE3	8.445752543	6.565473727	7.251822965	5.671764851	6.043643927	6.784521028	8.129518441	6.992963595	6.999447994	7.666528526	7.376077609	6.625249276	7.150535867	6.662717407	7.044706642	7.214986868	6.292496704	8.14982321	7.326664289
POLE4	6.014218298	4.868960315	3.956174481	5.183994798	3.542631443	5.25942462	7.166188563	5.281836087	4.21051484	4.115956863	5.368003151	5.782121619	4.058303625	6.403864027	6.177481833	5.507686988	5.301822998	5.78261823	5.210760869
POLG	7.526636632	6.20117837	6.182213344	5.749969676	5.904163327	6.9558767	6.478233363	6.631029436	5.886720488	5.972839426	7.569197427	6.599146963	6.435848774	5.956005061	6.122890888	5.916061247	6.941373144	7.441931652	6.094934731
POLG2	3.088994202	4.271869279	4.253060123	3.602333627	3.516828002	3.70112589	2.413525973	4.311600139	4.073378977	3.993511341	4.730054897	3.022063646	3.797341083	3.289487031	3.28183653	4.152760296	3.248749351	3.288155727	4.178405075
POLH	6.092420594	5.063551245	4.957956825	4.997809595	6.480715773	4.767331032	7.150033104	4.388489186	4.60414492	5.389429548	4.431983501	5.701234063	5.644378774	5.49997215	5.074881893	6.008989673	4.313178184	5.690595246	4.087381213
POLI	1.630331607	3.093085233	2.990795423	3.069196302	4.226554614	2.993508842	0	3.160263646	3.26614068	2.323406632	2.395286907	2.126765459	2.276635558	1.873672364	2.07421188	2.055386835	3.404225543	1.530964752	2.785027968
POLK	2.209744795	5.154330527	4.015804606	5.448731583	3.888554055	4.372019947	0.556215974	4.991612222	3.747596368	4.387818041	5.107290966	2.691799191	2.445665382	3.449838471	3.347620397	2.594481733	4.446022791	2.279522403	3.790617115
